Mapa,Filas,Columnas,Cajas,Algoritmo,Heuristica,Exito,Motivo_Finalizacion,Costo_Movimientos,Empujes,Nodos_Expandidos,Frontera_Maxima,Tiempo_Segundos
mapa_042,7,7,2,Greedy,h4_corner,True,Solucion,18.0,8.0,117,23,0.001244500001121196
mapa_042,7,7,2,Greedy,h5_h2_corner,True,Solucion,20.0,8.0,92,37,0.001872900000307709
mapa_042,7,7,2,A*,h1,True,Solucion,16.0,8.0,690,264,0.009086599999136524
mapa_042,7,7,2,A*,h2,True,Solucion,16.0,8.0,472,295,0.008522800000719144
mapa_042,7,7,2,A*,h3_no_admisible,True,Solucion,16.0,8.0,373,165,0.004486199999519158
mapa_042,7,7,2,A*,h4_corner,True,Solucion,16.0,8.0,515,188,0.007221800000479561
mapa_042,7,7,2,A*,h5_h2_corner,True,Solucion,16.0,8.0,368,226,0.007253800000398769
mapa_043,7,7,2,BFS,,True,Solucion,31.0,10.0,1065,57,0.006353200000376091
mapa_043,7,7,2,DFS,,True,Solucion,31.0,10.0,325,22,0.0018983000009029638
mapa_043,7,7,2,IDDFS,,True,Solucion,31.0,10.0,184353,32,1.0725962000014988
mapa_043,7,7,2,Greedy,h1,True,Solucion,45.0,10.0,175,31,0.0022862000005261507
mapa_043,7,7,2,Greedy,h2,True,Solucion,39.0,10.0,99,55,0.002087299999402603
mapa_043,7,7,2,Greedy,h3_no_admisible,True,Solucion,45.0,10.0,175,31,0.0035693000008905074
mapa_043,7,7,2,Greedy,h4_corner,True,Solucion,45.0,10.0,130,29,0.0026554000014584744
mapa_043,7,7,2,Greedy,h5_h2_corner,True,Solucion,39.0,10.0,85,47,0.002109399998516892
mapa_043,7,7,2,A*,h1,True,Solucion,31.0,10.0,854,81,0.017431499998565414
mapa_043,7,7,2,A*,h2,True,Solucion,31.0,10.0,754,105,0.010600000001431908
mapa_043,7,7,2,A*,h3_no_admisible,True,Solucion,31.0,10.0,615,83,0.013180399999328074
mapa_043,7,7,2,A*,h4_corner,True,Solucion,31.0,10.0,487,67,0.006229699998584692
mapa_043,7,7,2,A*,h5_h2_corner,True,Solucion,31.0,10.0,435,82,0.007169700000304147
mapa_044,7,7,2,BFS,,True,Solucion,23.0,8.0,1998,184,0.012812200000553275
mapa_044,7,7,2,DFS,,True,Solucion,53.0,12.0,685,35,0.004559399998470326
mapa_044,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,22,1.020509800000582
mapa_044,7,7,2,Greedy,h1,True,Solucion,29.0,8.0,50,25,0.0009262999992643017
mapa_044,7,7,2,Greedy,h2,True,Solucion,29.0,8.0,61,35,0.0009114000004046829
mapa_044,7,7,2,Greedy,h3_no_admisible,True,Solucion,29.0,8.0,50,25,0.0007255999989865813
mapa_044,7,7,2,Greedy,h4_corner,True,Solucion,29.0,8.0,50,25,0.000823300000774907
mapa_044,7,7,2,Greedy,h5_h2_corner,True,Solucion,29.0,8.0,61,35,0.0016061999995145015
mapa_044,7,7,2,A*,h1,True,Solucion,23.0,8.0,1203,215,0.017005699999572244
mapa_044,7,7,2,A*,h2,True,Solucion,23.0,8.0,989,247,0.021423000000140746
mapa_044,7,7,2,A*,h3_no_admisible,True,Solucion,23.0,8.0,868,158,0.015204500001345878
mapa_044,7,7,2,A*,h4_corner,True,Solucion,23.0,8.0,911,169,0.01404999999977008
mapa_044,7,7,2,A*,h5_h2_corner,True,Solucion,23.0,8.0,780,190,0.02061139999932493
mapa_045,7,7,2,BFS,,True,Solucion,17.0,8.0,2386,291,0.02198549999957322
mapa_045,7,7,2,DFS,,True,Solucion,31.0,12.0,182,46,0.0017005999998218613
mapa_045,7,7,2,IDDFS,,True,Solucion,17.0,8.0,179662,18,0.8763582999999926
mapa_045,7,7,2,Greedy,h1,True,Solucion,19.0,8.0,67,26,0.0007301999994524522
mapa_045,7,7,2,Greedy,h2,True,Solucion,19.0,8.0,44,42,0.0006735999995726161
mapa_045,7,7,2,Greedy,h3_no_admisible,True,Solucion,19.0,8.0,67,26,0.0007048000006761868
mapa_045,7,7,2,Greedy,h4_corner,True,Solucion,19.0,8.0,67,26,0.0010273000007146038
mapa_045,7,7,2,Greedy,h5_h2_corner,True,Solucion,19.0,8.0,42,41,0.00044830000115325674
mapa_045,7,7,2,A*,h1,True,Solucion,17.0,8.0,1229,407,0.019095400000878726
mapa_045,7,7,2,A*,h2,True,Solucion,17.0,8.0,948,441,0.01581140000052983
mapa_045,7,7,2,A*,h3_no_admisible,True,Solucion,17.0,8.0,486,213,0.006692899998597568
mapa_045,7,7,2,A*,h4_corner,True,Solucion,17.0,8.0,730,219,0.010100100000272505
mapa_045,7,7,2,A*,h5_h2_corner,True,Solucion,17.0,8.0,595,251,0.013631800000439398
mapa_046,7,7,2,BFS,,True,Solucion,17.0,8.0,2881,381,0.022985600000538398
mapa_046,7,7,2,DFS,,True,Solucion,48.0,14.0,1638,65,0.011662699998851167
mapa_046,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,17,0.9876461999992898
mapa_046,7,7,2,Greedy,h1,True,Solucion,17.0,8.0,200,45,0.002245099998617661
mapa_046,7,7,2,Greedy,h2,True,Solucion,17.0,8.0,149,73,0.0028345000009721844
mapa_046,7,7,2,Greedy,h3_no_admisible,True,Solucion,17.0,8.0,200,45,0.0020977999993192498
mapa_046,7,7,2,Greedy,h4_corner,True,Solucion,17.0,8.0,45,31,0.0006959000002098037
mapa_046,7,7,2,Greedy,h5_h2_corner,True,Solucion,17.0,8.0,25,38,0.0005660000006173505
mapa_046,7,7,2,A*,h1,True,Solucion,17.0,8.0,1447,497,0.025074999999560532
mapa_046,7,7,2,A*,h2,True,Solucion,17.0,8.0,1066,528,0.018978800000695628
mapa_046,7,7,2,A*,h3_no_admisible,True,Solucion,17.0,8.0,527,236,0.007782599999700324
mapa_046,7,7,2,A*,h4_corner,True,Solucion,17.0,8.0,871,345,0.015272900000127265
mapa_046,7,7,2,A*,h5_h2_corner,True,Solucion,17.0,8.0,644,356,0.015765899999678368
mapa_047,7,7,2,BFS,,True,Solucion,31.0,10.0,1469,94,0.010663499999282067
mapa_047,7,7,2,DFS,,True,Solucion,37.0,12.0,230,28,0.0015375000002677552
mapa_047,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,24,1.0491922000001068
mapa_047,7,7,2,Greedy,h1,True,Solucion,31.0,10.0,153,27,0.0016786999985924922
mapa_047,7,7,2,Greedy,h2,True,Solucion,51.0,12.0,535,123,0.0062873999995645136
mapa_047,7,7,2,Greedy,h3_no_admisible,True,Solucion,31.0,10.0,153,27,0.001433200000974466
mapa_047,7,7,2,Greedy,h4_corner,True,Solucion,31.0,10.0,135,28,0.0016446999998152023
mapa_047,7,7,2,Greedy,h5_h2_corner,True,Solucion,51.0,12.0,335,88,0.004494900000281632
mapa_047,7,7,2,A*,h1,True,Solucion,31.0,10.0,1017,117,0.012204299999211798
mapa_047,7,7,2,A*,h2,True,Solucion,31.0,10.0,877,120,0.016683699999703094
mapa_047,7,7,2,A*,h3_no_admisible,True,Solucion,31.0,10.0,853,85,0.010404399999970337
mapa_047,7,7,2,A*,h4_corner,True,Solucion,31.0,10.0,650,63,0.01106670000081067
mapa_047,7,7,2,A*,h5_h2_corner,True,Solucion,31.0,10.0,604,68,0.011219699999855948
mapa_048,7,7,2,BFS,,True,Solucion,15.0,8.0,737,165,0.003637699999671895
mapa_048,7,7,2,DFS,,True,Solucion,115.0,20.0,1334,72,0.01261739999972633
mapa_048,7,7,2,IDDFS,,True,Solucion,15.0,8.0,18156,16,0.09851150000031339
mapa_048,7,7,2,Greedy,h1,True,Solucion,20.0,8.0,61,40,0.0013049999997747364
mapa_048,7,7,2,Greedy,h2,True,Solucion,26.0,8.0,48,44,0.0012853999996877974
mapa_048,7,7,2,Greedy,h3_no_admisible,True,Solucion,20.0,8.0,61,40,0.0007904000012786128
mapa_048,7,7,2,Greedy,h4_corner,True,Solucion,20.0,8.0,61,40,0.0013438000005407957
mapa_048,7,7,2,Greedy,h5_h2_corner,True,Solucion,26.0,8.0,48,44,0.0012427000001480337
mapa_048,7,7,2,A*,h1,True,Solucion,15.0,8.0,314,110,0.005092199999126024
mapa_048,7,7,2,A*,h2,True,Solucion,15.0,8.0,226,113,0.005317400000421912
mapa_048,7,7,2,A*,h3_no_admisible,True,Solucion,15.0,8.0,130,70,0.00215329999991809
mapa_048,7,7,2,A*,h4_corner,True,Solucion,15.0,8.0,299,103,0.005650400000376976
mapa_048,7,7,2,A*,h5_h2_corner,True,Solucion,15.0,8.0,215,106,0.00484850000066217
mapa_049,7,7,2,BFS,,True,Solucion,19.0,8.0,1844,242,0.01718119999895862
mapa_049,7,7,2,DFS,,True,Solucion,57.0,16.0,234,52,0.00241940000159957
mapa_049,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,18,1.0140811000001122
mapa_049,7,7,2,Greedy,h1,True,Solucion,21.0,8.0,76,31,0.0013409999992290977
mapa_049,7,7,2,Greedy,h2,True,Solucion,21.0,8.0,41,48,0.0007473999994545011
mapa_049,7,7,2,Greedy,h3_no_admisible,True,Solucion,21.0,8.0,76,31,0.0006914000005053822
mapa_049,7,7,2,Greedy,h4_corner,True,Solucion,21.0,8.0,76,31,0.001095700001314981
mapa_049,7,7,2,Greedy,h5_h2_corner,True,Solucion,21.0,8.0,40,47,0.0008018000007723458
mapa_049,7,7,2,A*,h1,True,Solucion,19.0,8.0,904,274,0.01541449999967881
mapa_049,7,7,2,A*,h2,True,Solucion,19.0,8.0,718,312,0.01450710000062827
mapa_049,7,7,2,A*,h3_no_admisible,True,Solucion,19.0,8.0,326,120,0.004542700000456534
mapa_049,7,7,2,A*,h4_corner,True,Solucion,19.0,8.0,511,165,0.009190799999487353
mapa_049,7,7,2,A*,h5_h2_corner,True,Solucion,19.0,8.0,417,189,0.008143200000631623
mapa_050,7,7,2,BFS,,True,Solucion,18.0,8.0,3049,387,0.025078399999983958
mapa_050,7,7,2,DFS,,True,Solucion,52.0,14.0,2727,40,0.020800899999812827
mapa_050,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,17,0.932987400001366
mapa_050,7,7,2,Greedy,h1,True,Solucion,32.0,10.0,148,40,0.0015846000005694805
mapa_050,7,7,2,Greedy,h2,True,Solucion,32.0,10.0,89,81,0.001351700000668643
mapa_050,7,7,2,Greedy,h3_no_admisible,True,Solucion,32.0,10.0,148,40,0.0014811000000918284
mapa_050,7,7,2,Greedy,h4_corner,True,Solucion,32.0,10.0,112,41,0.001421100001607556
mapa_050,7,7,2,Greedy,h5_h2_corner,True,Solucion,32.0,10.0,75,72,0.0009191999997710809
mapa_050,7,7,2,A*,h1,True,Solucion,18.0,8.0,1576,470,0.023164899999756017
mapa_050,7,7,2,A*,h2,True,Solucion,18.0,8.0,1231,547,0.022795400000177324
mapa_050,7,7,2,A*,h3_no_admisible,True,Solucion,18.0,8.0,624,237,0.008848399998896639
mapa_050,7,7,2,A*,h4_corner,True,Solucion,18.0,8.0,1089,318,0.01677209999979823
mapa_050,7,7,2,A*,h5_h2_corner,True,Solucion,18.0,8.0,895,385,0.018014100000073086
mapa_051,7,7,2,BFS,,True,Solucion,21.0,8.0,2517,281,0.0248699999992823
mapa_051,7,7,2,DFS,,True,Solucion,119.0,18.0,1645,82,0.012660899999900721
mapa_051,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,20,0.9666417000007641
mapa_051,7,7,2,Greedy,h1,True,Solucion,21.0,8.0,81,30,0.0008561999984522117
mapa_051,7,7,2,Greedy,h2,True,Solucion,21.0,8.0,85,50,0.0007030999986454844
mapa_051,7,7,2,Greedy,h3_no_admisible,True,Solucion,21.0,8.0,81,30,0.0006833000006736256
mapa_051,7,7,2,Greedy,h4_corner,True,Solucion,21.0,8.0,81,30,0.0016251999986707233
mapa_051,7,7,2,Greedy,h5_h2_corner,True,Solucion,21.0,8.0,84,48,0.001229700001204037
mapa_051,7,7,2,A*,h1,True,Solucion,21.0,8.0,1788,379,0.02595819999987725
mapa_051,7,7,2,A*,h2,True,Solucion,21.0,8.0,1495,442,0.02550840000003518
mapa_051,7,7,2,A*,h3_no_admisible,True,Solucion,21.0,8.0,814,265,0.009656500000346568
mapa_051,7,7,2,A*,h4_corner,True,Solucion,21.0,8.0,1055,229,0.016711899999791058
mapa_051,7,7,2,A*,h5_h2_corner,True,Solucion,21.0,8.0,927,281,0.01455780000105733
mapa_052,7,7,2,BFS,,True,Solucion,26.0,8.0,2648,220,0.018590200001199264
mapa_052,7,7,2,DFS,,True,Solucion,56.0,14.0,382,49,0.0023726999988866737
mapa_052,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,21,1.0323807000004308
mapa_052,7,7,2,Greedy,h1,True,Solucion,26.0,8.0,58,22,0.0006018000003678026
mapa_052,7,7,2,Greedy,h2,True,Solucion,26.0,8.0,106,50,0.0014531000015267637
mapa_052,7,7,2,Greedy,h3_no_admisible,True,Solucion,26.0,8.0,58,22,0.0005789999995613471
mapa_052,7,7,2,Greedy,h4_corner,True,Solucion,26.0,8.0,58,22,0.0016096999988803873
mapa_052,7,7,2,Greedy,h5_h2_corner,True,Solucion,26.0,8.0,98,46,0.0022033000004739733
mapa_052,7,7,2,A*,h1,True,Solucion,26.0,8.0,1666,302,0.02432760000010603
mapa_052,7,7,2,A*,h2,True,Solucion,26.0,10.0,1369,364,0.021064800001113326
mapa_052,7,7,2,A*,h3_no_admisible,True,Solucion,26.0,8.0,717,194,0.009228999999322696
mapa_052,7,7,2,A*,h4_corner,True,Solucion,26.0,8.0,1250,233,0.018214499999885447
mapa_052,7,7,2,A*,h5_h2_corner,True,Solucion,26.0,10.0,1066,277,0.020646700000725104
mapa_053,7,7,2,BFS,,True,Solucion,28.0,12.0,3132,241,0.02227419999871927
mapa_053,7,7,2,DFS,,True,Solucion,46.0,14.0,2829,52,0.02271650000147929
mapa_053,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,18,1.028602200000023
mapa_053,7,7,2,Greedy,h1,True,Solucion,38.0,12.0,277,48,0.003922599998986698
mapa_053,7,7,2,Greedy,h2,True,Solucion,38.0,12.0,218,85,0.0027662000011332566
mapa_053,7,7,2,Greedy,h3_no_admisible,True,Solucion,38.0,12.0,277,48,0.0026799000006576534
mapa_053,7,7,2,Greedy,h4_corner,True,Solucion,38.0,12.0,188,50,0.0022901000011188444
mapa_053,7,7,2,Greedy,h5_h2_corner,True,Solucion,38.0,12.0,142,78,0.0018889000002673129
mapa_053,7,7,2,A*,h1,True,Solucion,28.0,12.0,2273,363,0.040842099999281345
mapa_053,7,7,2,A*,h2,True,Solucion,28.0,12.0,1940,440,0.03485520000140241
mapa_053,7,7,2,A*,h3_no_admisible,True,Solucion,28.0,12.0,1227,271,0.017315400000370573
mapa_053,7,7,2,A*,h4_corner,True,Solucion,28.0,12.0,1293,279,0.020206799999868963
mapa_053,7,7,2,A*,h5_h2_corner,True,Solucion,28.0,12.0,1115,325,0.02022709999982908
mapa_054,7,7,2,BFS,,True,Solucion,12.0,8.0,343,70,0.0029441000006045215
mapa_054,7,7,2,DFS,,True,Solucion,66.0,12.0,788,35,0.005463499999677879
mapa_054,7,7,2,IDDFS,,True,Solucion,12.0,8.0,3677,13,0.019887300000846153
mapa_054,7,7,2,Greedy,h1,True,Solucion,12.0,8.0,21,17,0.0003027000002475688
mapa_054,7,7,2,Greedy,h2,True,Solucion,17.0,8.0,78,48,0.0011162999999214662
mapa_054,7,7,2,Greedy,h3_no_admisible,True,Solucion,12.0,8.0,21,17,0.0002476999998179963
mapa_054,7,7,2,Greedy,h4_corner,True,Solucion,12.0,8.0,21,17,0.00029490000088117085
mapa_054,7,7,2,Greedy,h5_h2_corner,True,Solucion,17.0,8.0,70,46,0.0010562999996182043
mapa_054,7,7,2,A*,h1,True,Solucion,12.0,8.0,138,54,0.0016684999991412042
mapa_054,7,7,2,A*,h2,True,Solucion,12.0,8.0,87,55,0.001248200000190991
mapa_054,7,7,2,A*,h3_no_admisible,True,Solucion,12.0,8.0,83,56,0.0009879000008368166
mapa_054,7,7,2,A*,h4_corner,True,Solucion,12.0,8.0,138,54,0.0018001999997068197
mapa_054,7,7,2,A*,h5_h2_corner,True,Solucion,12.0,8.0,87,55,0.0014234999998734565
mapa_055,7,7,2,BFS,,True,Solucion,16.0,8.0,1541,263,0.012937399998918409
mapa_055,7,7,2,DFS,,True,Solucion,61.0,12.0,92,49,0.0007194000008894363
mapa_055,7,7,2,IDDFS,,True,Solucion,16.0,8.0,60529,17,0.28336440000020957
mapa_055,7,7,2,Greedy,h1,True,Solucion,17.0,8.0,39,25,0.0009914999991451623
mapa_055,7,7,2,Greedy,h2,True,Solucion,26.0,8.0,79,60,0.001170200001070043
mapa_055,7,7,2,Greedy,h3_no_admisible,True,Solucion,17.0,8.0,39,25,0.0004365999993751757
mapa_055,7,7,2,Greedy,h4_corner,True,Solucion,17.0,8.0,39,25,0.0004963999999745283
mapa_055,7,7,2,Greedy,h5_h2_corner,True,Solucion,26.0,8.0,71,55,0.0013954999994894024
mapa_055,7,7,2,A*,h1,True,Solucion,16.0,8.0,461,192,0.009394400000019232
mapa_055,7,7,2,A*,h2,True,Solucion,16.0,8.0,315,187,0.0075486000005184906
mapa_055,7,7,2,A*,h3_no_admisible,True,Solucion,16.0,8.0,200,99,0.003103299999565934
mapa_055,7,7,2,A*,h4_corner,True,Solucion,16.0,8.0,347,140,0.006374100001266925
mapa_055,7,7,2,A*,h5_h2_corner,True,Solucion,16.0,8.0,247,149,0.004782800000612042
mapa_056,7,7,2,BFS,,True,Solucion,25.0,10.0,635,52,0.004550700001345831
mapa_056,7,7,2,DFS,,True,Solucion,27.0,12.0,236,20,0.001407600000675302
mapa_056,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,25,1.1072228999983054
mapa_056,7,7,2,Greedy,h1,True,Solucion,37.0,12.0,246,36,0.0029686999987461604
mapa_056,7,7,2,Greedy,h2,True,Solucion,37.0,12.0,149,62,0.0016780999994807644
mapa_056,7,7,2,Greedy,h3_no_admisible,True,Solucion,37.0,12.0,246,36,0.002528500001062639
mapa_056,7,7,2,Greedy,h4_corner,True,Solucion,37.0,12.0,176,37,0.0020130000011704396
mapa_056,7,7,2,Greedy,h5_h2_corner,True,Solucion,37.0,12.0,120,53,0.0017928999986907002
mapa_056,7,7,2,A*,h1,True,Solucion,25.0,10.0,586,63,0.006814100001065526
mapa_056,7,7,2,A*,h2,True,Solucion,25.0,10.0,511,79,0.011724100000719773
mapa_056,7,7,2,A*,h3_no_admisible,True,Solucion,25.0,10.0,474,75,0.006591400000615977
mapa_056,7,7,2,A*,h4_corner,True,Solucion,25.0,10.0,321,45,0.004907999998977175
mapa_056,7,7,2,A*,h5_h2_corner,True,Solucion,25.0,10.0,282,54,0.0036390000004757894
mapa_057,7,7,2,BFS,,True,Solucion,32.0,8.0,1674,109,0.012668800000028568
mapa_057,7,7,2,DFS,,True,Solucion,36.0,12.0,842,32,0.004261300000507617
mapa_057,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,25,1.0317290000002686
mapa_057,7,7,2,Greedy,h1,True,Solucion,36.0,10.0,487,31,0.006885400000101072
mapa_057,7,7,2,Greedy,h2,True,Solucion,36.0,10.0,359,84,0.005483500000991626
mapa_057,7,7,2,Greedy,h3_no_admisible,True,Solucion,36.0,10.0,487,31,0.006102100000134669
mapa_057,7,7,2,Greedy,h4_corner,True,Solucion,36.0,10.0,463,32,0.00450269999964803
mapa_057,7,7,2,Greedy,h5_h2_corner,True,Solucion,36.0,10.0,350,79,0.004872200001045712
mapa_057,7,7,2,A*,h1,True,Solucion,32.0,8.0,1355,122,0.02299500000117405
mapa_057,7,7,2,A*,h2,True,Solucion,32.0,8.0,1228,157,0.020802099999855272
mapa_057,7,7,2,A*,h3_no_admisible,True,Solucion,32.0,8.0,1015,107,0.01532989999941492
mapa_057,7,7,2,A*,h4_corner,True,Solucion,32.0,8.0,1002,103,0.0154194999995525
mapa_057,7,7,2,A*,h5_h2_corner,True,Solucion,32.0,8.0,943,127,0.020406400000865688
mapa_058,7,7,2,BFS,,True,Solucion,20.0,8.0,2094,236,0.01602869999987888
mapa_058,7,7,2,DFS,,True,Solucion,32.0,8.0,233,43,0.0016168999991350574
mapa_058,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,20,1.0157372000012401
mapa_058,7,7,2,Greedy,h1,True,Solucion,20.0,8.0,131,28,0.0008357999995496357
mapa_058,7,7,2,Greedy,h2,True,Solucion,20.0,8.0,477,217,0.007445600000210106
mapa_058,7,7,2,Greedy,h3_no_admisible,True,Solucion,20.0,8.0,131,28,0.001833000000260654
mapa_058,7,7,2,Greedy,h4_corner,True,Solucion,20.0,8.0,41,26,0.0008854999996401602
mapa_058,7,7,2,Greedy,h5_h2_corner,True,Solucion,20.0,8.0,284,153,0.004738300000099116
mapa_058,7,7,2,A*,h1,True,Solucion,20.0,8.0,1248,315,0.022414899998693727
mapa_058,7,7,2,A*,h2,True,Solucion,20.0,8.0,978,353,0.02254709999942861
mapa_058,7,7,2,A*,h3_no_admisible,True,Solucion,20.0,8.0,521,164,0.00976960000116378
mapa_058,7,7,2,A*,h4_corner,True,Solucion,20.0,8.0,766,201,0.01360460000068997
mapa_058,7,7,2,A*,h5_h2_corner,True,Solucion,20.0,8.0,629,236,0.013820899999700487
mapa_059,7,7,2,BFS,,True,Solucion,30.0,10.0,843,45,0.006142599999293452
mapa_059,7,7,2,DFS,,True,Solucion,48.0,12.0,613,21,0.004130399998757639
mapa_059,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,27,1.12686020000001
mapa_059,7,7,2,Greedy,h1,True,Solucion,40.0,10.0,198,24,0.0017542000005050795
mapa_059,7,7,2,Greedy,h2,True,Solucion,40.0,10.0,260,62,0.004595899999912945
mapa_059,7,7,2,Greedy,h3_no_admisible,True,Solucion,40.0,10.0,198,24,0.002799800000502728
mapa_059,7,7,2,Greedy,h4_corner,True,Solucion,40.0,10.0,134,27,0.0014322999995783903
mapa_059,7,7,2,Greedy,h5_h2_corner,True,Solucion,40.0,10.0,165,58,0.0036319999999250285
mapa_059,7,7,2,A*,h1,True,Solucion,30.0,10.0,719,66,0.009933100000125705
mapa_059,7,7,2,A*,h2,True,Solucion,30.0,10.0,637,93,0.012371200000416138
mapa_059,7,7,2,A*,h3_no_admisible,True,Solucion,30.0,10.0,639,86,0.009165499999653548
mapa_059,7,7,2,A*,h4_corner,True,Solucion,30.0,10.0,438,65,0.006821000000854838
mapa_059,7,7,2,A*,h5_h2_corner,True,Solucion,30.0,10.0,385,85,0.008837999999741442
mapa_060,7,7,2,BFS,,True,Solucion,21.0,10.0,2833,244,0.03165680000165594
mapa_060,7,7,2,DFS,,True,Solucion,40.0,14.0,1294,65,0.014945300001272699
mapa_060,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,16,0.9704667999994854
mapa_060,7,7,2,Greedy,h1,True,Solucion,27.0,10.0,104,52,0.0021797999997943407
mapa_060,7,7,2,Greedy,h2,True,Solucion,26.0,10.0,105,111,0.003337199999805307
mapa_060,7,7,2,Greedy,h3_no_admisible,True,Solucion,27.0,10.0,104,52,0.0022528000008605886
mapa_060,7,7,2,Greedy,h4_corner,True,Solucion,27.0,10.0,84,49,0.0021488999991561286
mapa_060,7,7,2,Greedy,h5_h2_corner,True,Solucion,26.0,10.0,76,81,0.002781499999400694
mapa_060,7,7,2,A*,h1,True,Solucion,21.0,10.0,1858,413,0.03103940000073635
mapa_060,7,7,2,A*,h2,True,Solucion,21.0,10.0,1539,519,0.032204600000113714
mapa_060,7,7,2,A*,h3_no_admisible,True,Solucion,21.0,10.0,1330,371,0.02007179999964137
mapa_060,7,7,2,A*,h4_corner,True,Solucion,21.0,10.0,1093,250,0.023644099999728496
mapa_060,7,7,2,A*,h5_h2_corner,True,Solucion,21.0,10.0,949,322,0.025280100000600214
mapa_061,7,7,2,BFS,,True,Solucion,15.0,8.0,2502,390,0.02232969999931811
mapa_061,7,7,2,DFS,,True,Solucion,117.0,28.0,2596,129,0.020363800000268384
mapa_061,7,7,2,IDDFS,,True,Solucion,15.0,8.0,135425,16,0.6253068000005442
mapa_061,7,7,2,Greedy,h1,True,Solucion,15.0,8.0,236,49,0.0024307000003318535
mapa_061,7,7,2,Greedy,h2,True,Solucion,24.0,10.0,232,120,0.0030994000007922295
mapa_061,7,7,2,Greedy,h3_no_admisible,True,Solucion,15.0,8.0,236,49,0.0027592000005824957
mapa_061,7,7,2,Greedy,h4_corner,True,Solucion,15.0,8.0,32,34,0.0003724000016518403
mapa_061,7,7,2,Greedy,h5_h2_corner,True,Solucion,24.0,10.0,59,76,0.0007232999996631406
mapa_061,7,7,2,A*,h1,True,Solucion,15.0,8.0,823,448,0.01203229999919131
mapa_061,7,7,2,A*,h2,True,Solucion,15.0,8.0,566,472,0.010969599999953061
mapa_061,7,7,2,A*,h3_no_admisible,True,Solucion,16.0,8.0,334,207,0.004506600000240724
mapa_061,7,7,2,A*,h4_corner,True,Solucion,15.0,8.0,507,311,0.007377699999778997
mapa_061,7,7,2,A*,h5_h2_corner,True,Solucion,15.0,8.0,361,319,0.008212099999582279
mapa_062,7,7,2,BFS,,True,Solucion,27.0,10.0,3210,316,0.022950500000661123
mapa_062,7,7,2,DFS,,True,Solucion,125.0,28.0,2485,89,0.019289699999717413
mapa_062,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,17,0.9239969000009296
mapa_062,7,7,2,Greedy,h1,True,Solucion,41.0,12.0,444,62,0.004965000000083819
mapa_062,7,7,2,Greedy,h2,True,Solucion,41.0,12.0,314,204,0.021115999999892665
mapa_062,7,7,2,Greedy,h3_no_admisible,True,Solucion,41.0,12.0,444,62,0.009809600000153296
mapa_062,7,7,2,Greedy,h4_corner,True,Solucion,41.0,12.0,306,57,0.005923799999436596
mapa_062,7,7,2,Greedy,h5_h2_corner,True,Solucion,41.0,12.0,238,147,0.007187399998656474
mapa_062,7,7,2,A*,h1,True,Solucion,27.0,10.0,3117,495,0.06987169999956677
mapa_062,7,7,2,A*,h2,True,Solucion,27.0,10.0,2932,585,0.05699300000014773
mapa_062,7,7,2,A*,h3_no_admisible,True,Solucion,27.0,10.0,2571,491,0.038292100000035134
mapa_062,7,7,2,A*,h4_corner,True,Solucion,27.0,10.0,1440,226,0.022221699999136035
mapa_062,7,7,2,A*,h5_h2_corner,True,Solucion,27.0,10.0,1379,274,0.026274400001057074
mapa_063,7,7,2,BFS,,True,Solucion,22.0,8.0,2663,274,0.018514299999878858
mapa_063,7,7,2,DFS,,True,Solucion,68.0,18.0,1425,38,0.010272000001350534
mapa_063,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,19,0.9909586000012496
mapa_063,7,7,2,Greedy,h1,True,Solucion,22.0,8.0,247,36,0.00255250000009255
mapa_063,7,7,2,Greedy,h2,True,Solucion,22.0,8.0,178,79,0.0049087000006693415
mapa_063,7,7,2,Greedy,h3_no_admisible,True,Solucion,22.0,8.0,247,36,0.003811300000961637
mapa_063,7,7,2,Greedy,h4_corner,True,Solucion,22.0,8.0,192,38,0.002176800000597723
mapa_063,7,7,2,Greedy,h5_h2_corner,True,Solucion,22.0,8.0,145,70,0.0022841000009066192
mapa_063,7,7,2,A*,h1,True,Solucion,22.0,8.0,1870,326,0.03746159999900556
mapa_063,7,7,2,A*,h2,True,Solucion,22.0,8.0,1558,408,0.028551499999593943
mapa_063,7,7,2,A*,h3_no_admisible,True,Solucion,22.0,8.0,928,245,0.0142336000008072
mapa_063,7,7,2,A*,h4_corner,True,Solucion,22.0,8.0,1270,249,0.022628000000622706
mapa_063,7,7,2,A*,h5_h2_corner,True,Solucion,22.0,8.0,1076,295,0.031389400000989554
