Mapa,Filas,Columnas,Cajas,Algoritmo,Heuristica,Exito,Motivo_Finalizacion,Costo_Movimientos,Empujes,Nodos_Expandidos,Frontera_Maxima,Tiempo_Segundos
mapa_020,7,7,2,A*,h5_h2_corner,True,Solucion,17.0,8.0,684,367,0.007406299999274779
mapa_021,7,7,2,BFS,,True,Solucion,13.0,8.0,2020,413,0.010443699999086675
mapa_021,7,7,2,DFS,,True,Solucion,39.0,8.0,98,31,0.0004994000009901356
mapa_021,7,7,2,IDDFS,,True,Solucion,13.0,8.0,44349,14,0.12898549999954412
mapa_021,7,7,2,Greedy,h1,True,Solucion,13.0,8.0,47,25,0.0004042000000481494
mapa_021,7,7,2,Greedy,h2,True,Solucion,19.0,8.0,67,67,0.0007029000007605646
mapa_021,7,7,2,Greedy,h3_no_admisible,True,Solucion,13.0,8.0,47,25,0.0003223000003345078
mapa_021,7,7,2,Greedy,h4_corner,True,Solucion,13.0,8.0,47,25,0.00038069999936851673
mapa_021,7,7,2,Greedy,h5_h2_corner,True,Solucion,19.0,8.0,67,67,0.000724600000467035
mapa_021,7,7,2,A*,h1,True,Solucion,13.0,8.0,669,382,0.006448399999499088
mapa_021,7,7,2,A*,h2,True,Solucion,13.0,8.0,473,423,0.0078092999992804835
mapa_021,7,7,2,A*,h3_no_admisible,True,Solucion,13.0,8.0,409,293,0.003635799999756273
mapa_021,7,7,2,A*,h4_corner,True,Solucion,13.0,8.0,597,335,0.005699199999071425
mapa_021,7,7,2,A*,h5_h2_corner,True,Solucion,13.0,8.0,419,378,0.0060737000003427966
mapa_022,7,7,2,BFS,,True,Solucion,15.0,8.0,1655,356,0.007267400000273483
mapa_022,7,7,2,DFS,,True,Solucion,153.0,26.0,1060,93,0.004437499999767169
mapa_022,7,7,2,IDDFS,,True,Solucion,15.0,8.0,57142,16,0.16246269999828655
mapa_022,7,7,2,Greedy,h1,True,Solucion,15.0,8.0,68,26,0.0009265999997296603
mapa_022,7,7,2,Greedy,h2,True,Solucion,15.0,8.0,59,46,0.0005184999990888173
mapa_022,7,7,2,Greedy,h3_no_admisible,True,Solucion,15.0,8.0,68,26,0.0004441999990376644
mapa_022,7,7,2,Greedy,h4_corner,True,Solucion,15.0,8.0,66,24,0.00046180000026652124
mapa_022,7,7,2,Greedy,h5_h2_corner,True,Solucion,15.0,8.0,53,41,0.0005218999995122431
mapa_022,7,7,2,A*,h1,True,Solucion,15.0,8.0,447,266,0.0049254000005021226
mapa_022,7,7,2,A*,h2,True,Solucion,15.0,8.0,289,249,0.003348099999129772
mapa_022,7,7,2,A*,h3_no_admisible,True,Solucion,15.0,8.0,133,109,0.0019144999987474876
mapa_022,7,7,2,A*,h4_corner,True,Solucion,15.0,8.0,369,210,0.00348169999961101
mapa_022,7,7,2,A*,h5_h2_corner,True,Solucion,15.0,8.0,250,211,0.0031522999997832812
mapa_023,7,7,2,BFS,,True,Solucion,30.0,10.0,1156,69,0.005621300000711926
mapa_023,7,7,2,DFS,,True,Solucion,40.0,12.0,1123,25,0.004616500000338419
mapa_023,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,25,0.9156723000014608
mapa_023,7,7,2,Greedy,h1,True,Solucion,30.0,10.0,63,26,0.000694800000928808
mapa_023,7,7,2,Greedy,h2,True,Solucion,30.0,10.0,128,50,0.0014527999992424157
mapa_023,7,7,2,Greedy,h3_no_admisible,True,Solucion,30.0,10.0,63,26,0.0006365999997797189
mapa_023,7,7,2,Greedy,h4_corner,True,Solucion,30.0,10.0,63,26,0.0008610999993834412
mapa_023,7,7,2,Greedy,h5_h2_corner,True,Solucion,30.0,10.0,127,48,0.0015077999996719882
mapa_023,7,7,2,A*,h1,True,Solucion,30.0,10.0,950,88,0.011605899999267422
mapa_023,7,7,2,A*,h2,True,Solucion,30.0,10.0,867,112,0.014584499998818501
mapa_023,7,7,2,A*,h3_no_admisible,True,Solucion,30.0,10.0,723,74,0.008030700000745128
mapa_023,7,7,2,A*,h4_corner,True,Solucion,30.0,10.0,662,67,0.012290399999983492
mapa_023,7,7,2,A*,h5_h2_corner,True,Solucion,30.0,10.0,620,91,0.009213100000124541
mapa_024,7,7,2,BFS,,True,Solucion,20.0,8.0,2988,316,0.022247599999900558
mapa_024,7,7,2,DFS,,True,Solucion,79.0,18.0,2637,62,0.017921900000146707
mapa_024,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,17,0.9140931000001729
mapa_024,7,7,2,Greedy,h1,True,Solucion,32.0,12.0,596,76,0.004617799999323324
mapa_024,7,7,2,Greedy,h2,True,Solucion,38.0,14.0,459,215,0.0060958999983995454
mapa_024,7,7,2,Greedy,h3_no_admisible,True,Solucion,32.0,12.0,596,76,0.005536200000278768
mapa_024,7,7,2,Greedy,h4_corner,True,Solucion,32.0,12.0,229,66,0.0025722999998833984
mapa_024,7,7,2,Greedy,h5_h2_corner,True,Solucion,38.0,14.0,184,131,0.0025449999993725214
mapa_024,7,7,2,A*,h1,True,Solucion,20.0,8.0,2217,471,0.030251399999542627
mapa_024,7,7,2,A*,h2,True,Solucion,20.0,8.0,1846,564,0.03204179999920598
mapa_024,7,7,2,A*,h3_no_admisible,True,Solucion,21.0,8.0,1334,406,0.019511600001351326
mapa_024,7,7,2,A*,h4_corner,True,Solucion,20.0,8.0,932,226,0.0163245999992796
mapa_024,7,7,2,A*,h5_h2_corner,True,Solucion,20.0,8.0,825,275,0.018980299999384442
mapa_025,7,7,2,BFS,,True,Solucion,19.0,8.0,2723,289,0.024462699999276083
mapa_025,7,7,2,DFS,,True,Solucion,66.0,22.0,2982,57,0.020958499999323976
mapa_025,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,18,0.9927972999994381
mapa_025,7,7,2,Greedy,h1,True,Solucion,27.0,10.0,335,88,0.0036641000006056856
mapa_025,7,7,2,Greedy,h2,True,Solucion,27.0,10.0,138,120,0.002166300000681076
mapa_025,7,7,2,Greedy,h3_no_admisible,True,Solucion,27.0,10.0,335,88,0.003615400000853697
mapa_025,7,7,2,Greedy,h4_corner,True,Solucion,27.0,10.0,218,69,0.0025055999994947342
mapa_025,7,7,2,Greedy,h5_h2_corner,True,Solucion,27.0,10.0,104,94,0.0016986000009637792
mapa_025,7,7,2,A*,h1,True,Solucion,19.0,8.0,1812,469,0.026099799999428797
mapa_025,7,7,2,A*,h2,True,Solucion,19.0,8.0,1408,552,0.032008600001063314
mapa_025,7,7,2,A*,h3_no_admisible,True,Solucion,19.0,8.0,921,366,0.014193799999702605
mapa_025,7,7,2,A*,h4_corner,True,Solucion,19.0,8.0,836,207,0.014602700000978075
mapa_025,7,7,2,A*,h5_h2_corner,True,Solucion,19.0,8.0,677,249,0.013652800000272691
mapa_026,7,7,2,BFS,,True,Solucion,17.0,8.0,2208,271,0.015323499999794876
mapa_026,7,7,2,DFS,,True,Solucion,19.0,8.0,340,39,0.0034009999999398133
mapa_026,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,18,0.9930356999993819
mapa_026,7,7,2,Greedy,h1,True,Solucion,17.0,8.0,224,29,0.0015700999992986908
mapa_026,7,7,2,Greedy,h2,True,Solucion,17.0,8.0,187,77,0.002322000000276603
mapa_026,7,7,2,Greedy,h3_no_admisible,True,Solucion,17.0,8.0,224,29,0.0022386000000551576
mapa_026,7,7,2,Greedy,h4_corner,True,Solucion,17.0,8.0,188,30,0.001960999999937485
mapa_026,7,7,2,Greedy,h5_h2_corner,True,Solucion,17.0,8.0,119,65,0.0017263999998249346
mapa_026,7,7,2,A*,h1,True,Solucion,17.0,8.0,1074,317,0.015248100000462728
mapa_026,7,7,2,A*,h2,True,Solucion,17.0,8.0,791,363,0.01279170000088925
mapa_026,7,7,2,A*,h3_no_admisible,True,Solucion,17.0,8.0,594,193,0.007333199999266071
mapa_026,7,7,2,A*,h4_corner,True,Solucion,17.0,8.0,693,226,0.010973899999953574
mapa_026,7,7,2,A*,h5_h2_corner,True,Solucion,17.0,8.0,522,251,0.012034899998980109
mapa_027,7,7,2,BFS,,True,Solucion,26.0,10.0,1544,121,0.01043030000073486
mapa_027,7,7,2,DFS,,True,Solucion,40.0,12.0,918,22,0.006165400000099908
mapa_027,7,7,2,IDDFS,,True,Solucion,26.0,10.0,174501,27,0.9701153000005434
mapa_027,7,7,2,Greedy,h1,True,Solucion,32.0,12.0,105,29,0.00237100000049395
mapa_027,7,7,2,Greedy,h2,True,Solucion,26.0,10.0,107,56,0.0022596000017074402
mapa_027,7,7,2,Greedy,h3_no_admisible,True,Solucion,32.0,12.0,105,29,0.001546200001030229
mapa_027,7,7,2,Greedy,h4_corner,True,Solucion,32.0,12.0,105,29,0.0015858999995543854
mapa_027,7,7,2,Greedy,h5_h2_corner,True,Solucion,26.0,10.0,57,47,0.0007818999984010588
mapa_027,7,7,2,A*,h1,True,Solucion,26.0,10.0,1074,186,0.01860320000014326
mapa_027,7,7,2,A*,h2,True,Solucion,26.0,10.0,854,228,0.013889900001231581
mapa_027,7,7,2,A*,h3_no_admisible,True,Solucion,26.0,10.0,395,139,0.004792599998836522
mapa_027,7,7,2,A*,h4_corner,True,Solucion,26.0,10.0,588,135,0.010416099999929429
mapa_027,7,7,2,A*,h5_h2_corner,True,Solucion,26.0,10.0,459,163,0.009225900001183618
mapa_028,7,7,2,BFS,,True,Solucion,13.0,8.0,871,225,0.005680500000380562
mapa_028,7,7,2,DFS,,True,Solucion,73.0,16.0,2267,75,0.01764060000095924
mapa_028,7,7,2,IDDFS,,True,Solucion,13.0,8.0,9986,14,0.05580030000055558
mapa_028,7,7,2,Greedy,h1,True,Solucion,18.0,8.0,42,28,0.0008670999995956663
mapa_028,7,7,2,Greedy,h2,True,Solucion,19.0,8.0,37,38,0.0010282000002916902
mapa_028,7,7,2,Greedy,h3_no_admisible,True,Solucion,18.0,8.0,42,28,0.0008213999990402954
mapa_028,7,7,2,Greedy,h4_corner,True,Solucion,18.0,8.0,42,28,0.0030041999998502433
mapa_028,7,7,2,Greedy,h5_h2_corner,True,Solucion,19.0,8.0,37,38,0.0026698000001488253
mapa_028,7,7,2,A*,h1,True,Solucion,13.0,8.0,269,153,0.007064600000376231
mapa_028,7,7,2,A*,h2,True,Solucion,13.0,8.0,173,137,0.0069370000001072185
mapa_028,7,7,2,A*,h3_no_admisible,True,Solucion,13.0,8.0,103,96,0.003216400000383146
mapa_028,7,7,2,A*,h4_corner,True,Solucion,13.0,8.0,217,117,0.008507399999871268
mapa_028,7,7,2,A*,h5_h2_corner,True,Solucion,13.0,8.0,146,113,0.00474700000086159
mapa_029,7,7,2,BFS,,True,Solucion,25.0,10.0,1367,91,0.016574699999182485
mapa_029,7,7,2,DFS,,True,Solucion,53.0,18.0,503,39,0.00448800000049232
mapa_029,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,24,1.1039311999993515
mapa_029,7,7,2,Greedy,h1,True,Solucion,31.0,12.0,598,35,0.004902900000161026
mapa_029,7,7,2,Greedy,h2,True,Solucion,29.0,12.0,500,98,0.007490199999665492
mapa_029,7,7,2,Greedy,h3_no_admisible,True,Solucion,31.0,12.0,598,35,0.0064286999986507
mapa_029,7,7,2,Greedy,h4_corner,True,Solucion,31.0,12.0,76,36,0.0010734000006777933
mapa_029,7,7,2,Greedy,h5_h2_corner,True,Solucion,29.0,12.0,86,50,0.0022315999995043967
mapa_029,7,7,2,A*,h1,True,Solucion,25.0,10.0,1084,132,0.020327500000348664
mapa_029,7,7,2,A*,h2,True,Solucion,25.0,10.0,938,164,0.013923200000135694
mapa_029,7,7,2,A*,h3_no_admisible,True,Solucion,25.0,10.0,735,131,0.01017869999850518
mapa_029,7,7,2,A*,h4_corner,True,Solucion,25.0,10.0,527,91,0.00885039999957371
mapa_029,7,7,2,A*,h5_h2_corner,True,Solucion,25.0,10.0,460,113,0.010275200000251061
mapa_030,7,7,2,BFS,,True,Solucion,28.0,12.0,2298,192,0.017591199999515084
mapa_030,7,7,2,DFS,,True,Solucion,48.0,16.0,514,43,0.006182799999805866
mapa_030,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,19,1.0245047000007617
mapa_030,7,7,2,Greedy,h1,True,Solucion,42.0,12.0,322,53,0.0043251999995845836
mapa_030,7,7,2,Greedy,h2,True,Solucion,50.0,12.0,194,81,0.0031363999987661373
mapa_030,7,7,2,Greedy,h3_no_admisible,True,Solucion,42.0,12.0,322,53,0.0029001000002608635
mapa_030,7,7,2,Greedy,h4_corner,True,Solucion,42.0,12.0,218,53,0.002400600000328268
mapa_030,7,7,2,Greedy,h5_h2_corner,True,Solucion,50.0,12.0,131,74,0.0025948000002244953
mapa_030,7,7,2,A*,h1,True,Solucion,28.0,12.0,1997,248,0.025845899999694666
mapa_030,7,7,2,A*,h2,True,Solucion,28.0,12.0,1786,305,0.034508099999584374
mapa_030,7,7,2,A*,h3_no_admisible,True,Solucion,28.0,12.0,1384,226,0.023096799999621
mapa_030,7,7,2,A*,h4_corner,True,Solucion,28.0,12.0,1064,193,0.024217700000008335
mapa_030,7,7,2,A*,h5_h2_corner,True,Solucion,28.0,12.0,961,234,0.020432800001799478
mapa_031,7,7,2,BFS,,True,Solucion,28.0,10.0,2046,135,0.014995200001067133
mapa_031,7,7,2,DFS,,True,Solucion,58.0,12.0,859,35,0.006773200000679935
mapa_031,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,24,1.014606200000344
mapa_031,7,7,2,Greedy,h1,True,Solucion,50.0,12.0,490,34,0.005702200000087032
mapa_031,7,7,2,Greedy,h2,True,Solucion,52.0,12.0,589,88,0.007752399998935289
mapa_031,7,7,2,Greedy,h3_no_admisible,True,Solucion,50.0,12.0,490,34,0.007046999999147374
mapa_031,7,7,2,Greedy,h4_corner,True,Solucion,50.0,12.0,404,34,0.006123999999545049
mapa_031,7,7,2,Greedy,h5_h2_corner,True,Solucion,52.0,12.0,451,67,0.006584599999769125
mapa_031,7,7,2,A*,h1,True,Solucion,28.0,10.0,1463,175,0.0212917999997444
mapa_031,7,7,2,A*,h2,True,Solucion,28.0,10.0,1274,215,0.019720199999937904
mapa_031,7,7,2,A*,h3_no_admisible,True,Solucion,28.0,10.0,1084,177,0.019405500001084874
mapa_031,7,7,2,A*,h4_corner,True,Solucion,28.0,10.0,902,118,0.012333900000157882
mapa_031,7,7,2,A*,h5_h2_corner,True,Solucion,28.0,10.0,808,148,0.014997099999163765
mapa_032,7,7,2,BFS,,True,Solucion,31.0,12.0,2575,176,0.020338700000138488
mapa_032,7,7,2,DFS,,True,Solucion,67.0,16.0,1833,34,0.01098430000092776
mapa_032,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,21,1.0349041999998008
mapa_032,7,7,2,Greedy,h1,True,Solucion,39.0,14.0,261,33,0.0025949999999284046
mapa_032,7,7,2,Greedy,h2,True,Solucion,39.0,14.0,157,70,0.0020598000010068063
mapa_032,7,7,2,Greedy,h3_no_admisible,True,Solucion,39.0,14.0,261,33,0.0024229000009654555
mapa_032,7,7,2,Greedy,h4_corner,True,Solucion,39.0,14.0,177,38,0.001903899999888381
mapa_032,7,7,2,Greedy,h5_h2_corner,True,Solucion,39.0,14.0,104,62,0.001480200000514742
mapa_032,7,7,2,A*,h1,True,Solucion,31.0,12.0,1989,290,0.02493019999928947
mapa_032,7,7,2,A*,h2,True,Solucion,31.0,12.0,1662,364,0.030466600001091138
mapa_032,7,7,2,A*,h3_no_admisible,True,Solucion,31.0,12.0,1245,227,0.01812700000118639
mapa_032,7,7,2,A*,h4_corner,True,Solucion,31.0,12.0,1142,217,0.023239699999976438
mapa_032,7,7,2,A*,h5_h2_corner,True,Solucion,31.0,12.0,942,273,0.01593219999995199
mapa_033,7,7,2,BFS,,True,Solucion,15.0,8.0,1165,185,0.00799860000006447
mapa_033,7,7,2,DFS,,True,Solucion,19.0,8.0,56,23,0.0003569000000425149
mapa_033,7,7,2,IDDFS,,True,Solucion,15.0,8.0,37817,16,0.18063439999968978
mapa_033,7,7,2,Greedy,h1,True,Solucion,19.0,8.0,34,19,0.00040269999954034574
mapa_033,7,7,2,Greedy,h2,True,Solucion,18.0,8.0,71,46,0.0019078999994235346
mapa_033,7,7,2,Greedy,h3_no_admisible,True,Solucion,19.0,8.0,34,19,0.0004667000011977507
mapa_033,7,7,2,Greedy,h4_corner,True,Solucion,19.0,8.0,34,19,0.0004161000015301397
mapa_033,7,7,2,Greedy,h5_h2_corner,True,Solucion,18.0,8.0,56,36,0.0008591000005253591
mapa_033,7,7,2,A*,h1,True,Solucion,15.0,8.0,479,197,0.005964799998764647
mapa_033,7,7,2,A*,h2,True,Solucion,15.0,8.0,331,206,0.005645799999911105
mapa_033,7,7,2,A*,h3_no_admisible,True,Solucion,16.0,8.0,227,109,0.004373099998701946
mapa_033,7,7,2,A*,h4_corner,True,Solucion,15.0,8.0,312,114,0.0056452000007993774
mapa_033,7,7,2,A*,h5_h2_corner,True,Solucion,15.0,8.0,227,131,0.0030624000009993324
mapa_034,7,7,2,BFS,,True,Solucion,12.0,8.0,900,234,0.006250599999475526
mapa_034,7,7,2,DFS,,True,Solucion,16.0,8.0,62,17,0.0004687999989982927
mapa_034,7,7,2,IDDFS,,True,Solucion,12.0,8.0,8632,13,0.039484999999331194
mapa_034,7,7,2,Greedy,h1,True,Solucion,16.0,8.0,230,37,0.002488999998604413
mapa_034,7,7,2,Greedy,h2,True,Solucion,12.0,8.0,142,78,0.0026414999992994126
mapa_034,7,7,2,Greedy,h3_no_admisible,True,Solucion,16.0,8.0,230,37,0.0028679999995802063
mapa_034,7,7,2,Greedy,h4_corner,True,Solucion,16.0,8.0,71,36,0.0008918999992602039
mapa_034,7,7,2,Greedy,h5_h2_corner,True,Solucion,12.0,8.0,34,47,0.0007121999988157768
mapa_034,7,7,2,A*,h1,True,Solucion,12.0,8.0,235,146,0.00320099999953527
mapa_034,7,7,2,A*,h2,True,Solucion,12.0,8.0,151,135,0.002628500000355416
mapa_034,7,7,2,A*,h3_no_admisible,True,Solucion,12.0,8.0,48,65,0.000992900000710506
mapa_034,7,7,2,A*,h4_corner,True,Solucion,12.0,8.0,223,136,0.002914200000304845
mapa_034,7,7,2,A*,h5_h2_corner,True,Solucion,12.0,8.0,145,130,0.0025879000004351838
mapa_035,7,7,2,BFS,,True,Solucion,12.0,8.0,781,270,0.005127000000356929
mapa_035,7,7,2,DFS,,True,Solucion,22.0,8.0,985,35,0.007128199998987839
mapa_035,7,7,2,IDDFS,,True,Solucion,12.0,8.0,5638,13,0.025406400000065332
mapa_035,7,7,2,Greedy,h1,True,Solucion,12.0,8.0,18,18,0.0002547999993112171
mapa_035,7,7,2,Greedy,h2,True,Solucion,14.0,8.0,98,43,0.0013278999995236518
mapa_035,7,7,2,Greedy,h3_no_admisible,True,Solucion,12.0,8.0,18,18,0.00016770000001997687
mapa_035,7,7,2,Greedy,h4_corner,True,Solucion,12.0,8.0,18,18,0.0001633000010770047
mapa_035,7,7,2,Greedy,h5_h2_corner,True,Solucion,14.0,8.0,96,41,0.0010296000000380445
mapa_035,7,7,2,A*,h1,True,Solucion,12.0,8.0,151,92,0.00204440000015893
mapa_035,7,7,2,A*,h2,True,Solucion,12.0,8.0,95,86,0.0018096999992849305
mapa_035,7,7,2,A*,h3_no_admisible,True,Solucion,12.0,8.0,48,48,0.0006274999996094266
mapa_035,7,7,2,A*,h4_corner,True,Solucion,12.0,8.0,149,90,0.0015855999990890268
mapa_035,7,7,2,A*,h5_h2_corner,True,Solucion,12.0,8.0,93,84,0.0015996000001905486
mapa_036,7,7,2,BFS,,True,Solucion,14.0,8.0,2249,355,0.01466439999967406
mapa_036,7,7,2,DFS,,True,Solucion,64.0,22.0,737,60,0.005891700000574929
mapa_036,7,7,2,IDDFS,,True,Solucion,14.0,8.0,110024,15,0.5049842999997054
mapa_036,7,7,2,Greedy,h1,True,Solucion,14.0,8.0,26,25,0.0007132999999157619
mapa_036,7,7,2,Greedy,h2,True,Solucion,16.0,8.0,31,42,0.0005739000007451978
mapa_036,7,7,2,Greedy,h3_no_admisible,True,Solucion,14.0,8.0,26,25,0.0003312999997433508
mapa_036,7,7,2,Greedy,h4_corner,True,Solucion,14.0,8.0,26,25,0.00039509999987785704
mapa_036,7,7,2,Greedy,h5_h2_corner,True,Solucion,16.0,8.0,30,40,0.0006219999995664693
mapa_036,7,7,2,A*,h1,True,Solucion,14.0,8.0,528,309,0.008974499998657848
mapa_036,7,7,2,A*,h2,True,Solucion,14.0,8.0,350,309,0.008635500000309548
mapa_036,7,7,2,A*,h3_no_admisible,True,Solucion,14.0,8.0,184,142,0.0037152000004425645
mapa_036,7,7,2,A*,h4_corner,True,Solucion,14.0,8.0,405,245,0.011661400001685251
mapa_036,7,7,2,A*,h5_h2_corner,True,Solucion,14.0,8.0,273,251,0.006627799999478157
mapa_037,7,7,2,BFS,,True,Solucion,17.0,8.0,988,142,0.005368300000554882
mapa_037,7,7,2,DFS,,True,Solucion,35.0,8.0,355,33,0.0023854999999457505
mapa_037,7,7,2,IDDFS,,True,Solucion,17.0,8.0,33705,18,0.17249549999905867
mapa_037,7,7,2,Greedy,h1,True,Solucion,17.0,8.0,44,21,0.00048740000056568533
mapa_037,7,7,2,Greedy,h2,True,Solucion,31.0,8.0,55,32,0.0007676000004721573
mapa_037,7,7,2,Greedy,h3_no_admisible,True,Solucion,17.0,8.0,44,21,0.0005780999999842606
mapa_037,7,7,2,Greedy,h4_corner,True,Solucion,17.0,8.0,44,21,0.0031512999994447455
mapa_037,7,7,2,Greedy,h5_h2_corner,True,Solucion,31.0,8.0,55,32,0.0008937999991758261
mapa_037,7,7,2,A*,h1,True,Solucion,17.0,8.0,470,126,0.007122700000763871
mapa_037,7,7,2,A*,h2,True,Solucion,17.0,8.0,351,146,0.007292099999176571
mapa_037,7,7,2,A*,h3_no_admisible,True,Solucion,17.0,8.0,269,94,0.004416300000229967
mapa_037,7,7,2,A*,h4_corner,True,Solucion,17.0,8.0,380,107,0.004454700001588208
mapa_037,7,7,2,A*,h5_h2_corner,True,Solucion,17.0,8.0,288,128,0.007143499999074265
mapa_038,7,7,2,BFS,,True,Solucion,20.0,8.0,2023,210,0.019813800001429627
mapa_038,7,7,2,DFS,,True,Solucion,51.0,12.0,95,33,0.0011615000003075693
mapa_038,7,7,2,IDDFS,,True,Solucion,20.0,8.0,183375,21,0.9560347999995429
mapa_038,7,7,2,Greedy,h1,True,Solucion,22.0,8.0,147,30,0.0018043000000034226
mapa_038,7,7,2,Greedy,h2,True,Solucion,24.0,8.0,139,82,0.0014031999999133404
mapa_038,7,7,2,Greedy,h3_no_admisible,True,Solucion,22.0,8.0,147,30,0.001512400000137859
mapa_038,7,7,2,Greedy,h4_corner,True,Solucion,22.0,8.0,143,29,0.0018225000003440073
mapa_038,7,7,2,Greedy,h5_h2_corner,True,Solucion,24.0,8.0,128,73,0.0017922999995789723
mapa_038,7,7,2,A*,h1,True,Solucion,20.0,8.0,1196,282,0.02358020000065153
mapa_038,7,7,2,A*,h2,True,Solucion,20.0,8.0,945,305,0.020306000000346103
mapa_038,7,7,2,A*,h3_no_admisible,True,Solucion,20.0,8.0,650,141,0.008959800001321128
mapa_038,7,7,2,A*,h4_corner,True,Solucion,20.0,8.0,740,183,0.009932500001013977
mapa_038,7,7,2,A*,h5_h2_corner,True,Solucion,20.0,8.0,612,199,0.009706500000902452
mapa_039,7,7,2,BFS,,True,Solucion,20.0,10.0,1277,144,0.009242000000085682
mapa_039,7,7,2,DFS,,True,Solucion,44.0,14.0,413,35,0.0025444000002607936
mapa_039,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,20,1.0090655000003608
mapa_039,7,7,2,Greedy,h1,True,Solucion,25.0,10.0,228,39,0.0022896999998920364
mapa_039,7,7,2,Greedy,h2,True,Solucion,25.0,10.0,147,82,0.001901499999803491
mapa_039,7,7,2,Greedy,h3_no_admisible,True,Solucion,25.0,10.0,228,39,0.0021737999995821156
mapa_039,7,7,2,Greedy,h4_corner,True,Solucion,25.0,10.0,118,38,0.001326800000242656
mapa_039,7,7,2,Greedy,h5_h2_corner,True,Solucion,25.0,10.0,83,60,0.001888400000098045
mapa_039,7,7,2,A*,h1,True,Solucion,20.0,10.0,693,200,0.008675699999002973
mapa_039,7,7,2,A*,h2,True,Solucion,20.0,10.0,525,217,0.008733200000278885
mapa_039,7,7,2,A*,h3_no_admisible,True,Solucion,20.0,10.0,425,154,0.007703299999775481
mapa_039,7,7,2,A*,h4_corner,True,Solucion,20.0,10.0,312,113,0.004560400000627851
mapa_039,7,7,2,A*,h5_h2_corner,True,Solucion,20.0,10.0,247,127,0.0036024999990331708
mapa_040,7,7,2,BFS,,True,Solucion,18.0,8.0,1088,178,0.007603800000651972
mapa_040,7,7,2,DFS,,True,Solucion,49.0,12.0,1778,36,0.01244340000084776
mapa_040,7,7,2,IDDFS,,True,Solucion,18.0,8.0,37520,19,0.21414120000008552
mapa_040,7,7,2,Greedy,h1,True,Solucion,37.0,8.0,105,26,0.0010258000002068002
mapa_040,7,7,2,Greedy,h2,True,Solucion,38.0,10.0,166,77,0.0023801000006642425
mapa_040,7,7,2,Greedy,h3_no_admisible,True,Solucion,37.0,8.0,105,26,0.0014746000015293248
mapa_040,7,7,2,Greedy,h4_corner,True,Solucion,37.0,8.0,105,26,0.0017496000000392087
mapa_040,7,7,2,Greedy,h5_h2_corner,True,Solucion,38.0,10.0,151,68,0.002199599999585189
mapa_040,7,7,2,A*,h1,True,Solucion,18.0,8.0,662,170,0.008034699998461292
mapa_040,7,7,2,A*,h2,True,Solucion,18.0,8.0,516,189,0.008708999999726075
mapa_040,7,7,2,A*,h3_no_admisible,True,Solucion,18.0,8.0,464,125,0.006490500001746113
mapa_040,7,7,2,A*,h4_corner,True,Solucion,18.0,8.0,499,127,0.008711700000276323
mapa_040,7,7,2,A*,h5_h2_corner,True,Solucion,18.0,8.0,394,139,0.00758270000005723
mapa_041,7,7,2,BFS,,True,Solucion,18.0,8.0,1842,233,0.020968999999240623
mapa_041,7,7,2,DFS,,True,Solucion,69.0,16.0,553,50,0.004101900000023306
mapa_041,7,7,2,IDDFS,,False,Limite_Nodos,,,200000,18,1.0014859000002616
mapa_041,7,7,2,Greedy,h1,True,Solucion,29.0,10.0,148,34,0.001491600000008475
mapa_041,7,7,2,Greedy,h2,True,Solucion,29.0,10.0,118,79,0.0016940000004979083
mapa_041,7,7,2,Greedy,h3_no_admisible,True,Solucion,29.0,10.0,148,34,0.0010321999998268439
mapa_041,7,7,2,Greedy,h4_corner,True,Solucion,29.0,10.0,111,32,0.0014162000006763265
mapa_041,7,7,2,Greedy,h5_h2_corner,True,Solucion,29.0,10.0,71,64,0.0015174000000115484
mapa_041,7,7,2,A*,h1,True,Solucion,18.0,8.0,1058,298,0.016339599998900667
mapa_041,7,7,2,A*,h2,True,Solucion,18.0,8.0,807,339,0.01355409999996482
mapa_041,7,7,2,A*,h3_no_admisible,True,Solucion,18.0,8.0,441,176,0.008469800000966643
mapa_041,7,7,2,A*,h4_corner,True,Solucion,18.0,8.0,776,216,0.012453500001356588
mapa_041,7,7,2,A*,h5_h2_corner,True,Solucion,18.0,8.0,596,256,0.012091799999325303
mapa_042,7,7,2,BFS,,True,Solucion,16.0,8.0,1833,341,0.017159699998956057
mapa_042,7,7,2,DFS,,True,Solucion,36.0,10.0,417,30,0.003782600000704406
mapa_042,7,7,2,IDDFS,,True,Solucion,16.0,8.0,47472,17,0.2206542999992962
mapa_042,7,7,2,Greedy,h1,True,Solucion,18.0,8.0,136,23,0.002593400000478141
mapa_042,7,7,2,Greedy,h2,True,Solucion,20.0,8.0,100,41,0.0013444999985949835
mapa_042,7,7,2,Greedy,h3_no_admisible,True,Solucion,18.0,8.0,136,23,0.001247799998964183
